Firm Name,CRD Number,SEC Registration Type,Custodian,Has Proprietary Funds,ADV URL,IAPD Profile URL,FilingDate,Notes
"WEINGARTEN ASSOCIATES, L.L.C.",127718,SEC,,,,,3/7/2025,
"TRG ADVISORS, INC.",297171,SEC,,,,,3/29/2025,
ROCKHILL ADVISORS LLC,288789,SEC,,,,,3/6/2025,
"BLUEROCK CREDIT FUND ADVISOR, LLC",291770,SEC,,,,,3/29/2025,
ALIGN PARTNERS CAPITAL MANAGEMENT INC.,328839,SEC,,,,,3/6/2025,
CLARITY INVESTMENTS + PLANNING LLC,148888,SEC,,,,,3/6/2025,
LAUNCHPAD CAPITAL MANAGEMENT COMPANY LLC,313486,SEC,,,,,3/29/2025,
QUINTESSENTIAL CAPITAL MANAGEMENT LLC,307535,SEC,,,,,3/6/2025,
TOWER ARCH CAPITAL,169057,SEC,,,,,3/29/2025,
SAGE CAPITAL MANAGEMENT LLC,108547,SEC,,,,,3/6/2025,
"HILTON CAPITAL MANAGEMENT, LLC",116357,SEC,,,,,3/29/2025,
"WESTLAKE BIOPARTNERS, LLC",299325,SEC,,,,,3/29/2025,
"STEELHEAD CAPITAL MANAGEMENT, LLC",173440,SEC,,,,,3/29/2025,
"THE NESTEGG GROUP, INC.",118419,SEC,,,,,3/17/2025,
"UP NORTH FINANCIAL, LLC",150996,SEC,,,,,3/17/2025,
TATE PRIVATE WEALTH ADVISERS,120938,SEC,,,,,3/29/2025,
AFINITIV LLC,305672,SEC,,,,,9/6/2024,
"WAYCROSS PARTNERS, LLC",153838,SEC,,,,,3/29/2025,
BOULDER VENTURES,160967,SEC,,,,,3/29/2025,
WRIGHT INVESTORS SERVICE INC,106302,SEC,,,,,3/17/2025,
"JP WEALTH MANAGEMENT, INC.",129475,SEC,,,,,3/17/2025,
"GEMSPRING CAPITAL MANAGEMENT, LLC",285081,SEC,,,,,3/29/2025,
ROC PARTNERS (HK) LIMITED,298250,SEC,,,,,9/30/2024,
"RED MOUNTAIN FINANCIAL, LLC",277100,SEC,,,,,3/29/2025,
AABARIS FUND MANAGEMENT LLC,282442,SEC,,,,,9/30/2024,
"JAM FUND, LLC",311616,SEC,,,,,3/29/2025,
"SAGE CAPITAL ADVISORS, LLC",136577,SEC,,,,,9/30/2024,
"WESTPARK WEALTH ADVISORS, INC.",130914,SEC,,,,,3/29/2025,
CUTTING HORSE VENTURES MANAGEMENT LLC,333655,SEC,,,,,3/28/2025,
"DECISIONPOINT FINANCIAL, LLC",296988,SEC,,,,,3/29/2025,
MAAT INVESTMENT GROUP GMBH,332840,SEC,,,,,3/17/2025,
"OPENAI STARTUP FUND MANAGEMENT, LLC",318221,SEC,,,,,3/6/2025,
"PELICAN FINANCIAL PLANNING AND WEALTH, PLLC",335198,SEC,,,,,3/6/2025,
LADDER CAPITAL ASSET MANAGEMENT LLC,160383,SEC,,,,,3/7/2025,
LIGHTSHIFT CAPITAL MANAGEMENT LIMITED,323091,SEC,,,,,3/7/2025,
"STEWARD ADVISORS, LLC",156331,SEC,,,,,3/7/2025,
"TREBUCHET CONSULTING, LLC",166645,SEC,,,,,3/7/2025,
"CBG & COMPANY, INC.",149225,SEC,,,,,3/7/2025,
SARVER VROOMAN WEALTH ADVISORS LLC,332699,SEC,,,,,3/6/2025,
"PARK CAPITAL MANAGEMENT, LLC",158965,SEC,,,,,3/6/2025,
"DOLIVER ADVISORS, L.P.",106247,SEC,,,,,3/6/2025,
GLASHOFER FINANCIAL ADVISORS,146262,SEC,,,,,3/18/2025,
UNLOCK VENTURE PARTNERS,291983,SEC,,,,,3/18/2025,
"LM CAPITAL GROUP, LLC",120277,SEC,,,,,3/18/2025,
FOUNDERS FAMILY OFFICE,315653,SEC,,,,,3/18/2025,
"EVIO VENTURE CAPITAL, LLC",331348,SEC,,,,,3/18/2025,
"SUMMIT GROUP RETIREMENT PLANNERS, INC.",169823,SEC,,,,,3/18/2025,
"CLARITY WEALTH DEVELOPMENT, LLC",155103,SEC,,,,,3/19/2025,
KODIAK VENTURE PARTNERS,163120,SEC,,,,,3/18/2025,
ADVISORY RESEARCH INC,108254,SEC,,,,,3/18/2025,
MOLTEN VENTURES PLC,161092,SEC,,,,,8/20/2024,
INVESCO ASSET MANAGEMENT LTD.,109985,SEC,,,,,3/31/2025,
"BETAWORKS VENTURES MANAGEMENT, LLC",285996,SEC,,,,,3/30/2025,
ELEMENT POINTE FAMILY OFFICE,282750,SEC,,,,,3/30/2025,
BEATON MANAGEMENT CO INC,104728,SEC,,,,,3/30/2025,
COGITO CAPITAL PARTNERS,307931,SEC,,,,,3/30/2025,
X CAPITAL ADVISORS LLC,332176,SEC,,,,,3/30/2025,
SWBC INVESTMENT ADVISORY SERVICES LLC,156155,SEC,,,,,3/30/2025,
"FUTURESELECT PORTFOLIO MANAGEMENT, INC.",153674,SEC,,,,,3/30/2025,
NATIVE AMERICAN FUND ADVISORS LLC,108149,SEC,,,,,3/7/2025,
"MEDALLION WEALTH ADVISORS, LLC",156064,SEC,,,,,3/7/2025,
FACTOR INVESTING GROUP,315131,SEC,,,,,3/7/2025,
"BEACH INVESTMENT COUNSEL, INC",107615,SEC,,,,,3/7/2025,
"DOUGHERTY & ASSOCIATES FINANCIAL ADVISORS, INC.",165145,SEC,,,,,3/7/2025,
"EKON ADVISORS, LLC",281039,SEC,,,,,3/7/2025,
FINANCIAL FUTURES,128900,SEC,,,,,3/7/2025,
VISION CAPITAL PARTNERS,175147,SEC,,,,,9/20/2024,
HART & PATTERSON FINANCIAL GROUP,310639,SEC,,,,,3/7/2025,
SORENSON IMPACT ADVISORY,324124,SEC,,,,,3/7/2025,
"BRUCE G. ALLEN INVESTMENTS, LLC",287859,SEC,,,,,3/6/2025,
"CLEARWATER ADVISORS, LLC",116865,SEC,,,,,3/6/2025,
VGO CAPITAL PARTNERS LLP,173485,SEC,,,,,6/22/2024,
SILK INVEST LIMITED,164753,SEC,,,,,3/28/2025,
"MERIDIAN INVESTMENT COUNSEL, INC.",131655,SEC,,,,,3/28/2025,
"GRYPHON ADVISORS, LLC",160185,SEC,,,,,3/28/2025,
CEDERBERG CAPITAL LIMITED,297836,SEC,,,,,6/24/2024,
FACTORY HQ,315993,SEC,,,,,3/28/2025,
"ANDALUSIAN PRIVATE CAPITAL, LP",313032,SEC,,,,,3/28/2025,
"CONCORD MANAGEMENT SERVICES, LLC",292760,SEC,,,,,3/28/2025,
FIVE POINT ENERGY LLC,171158,SEC,,,,,3/28/2025,
INNOVATION ENDEAVORS IV ADVISERS LLC,312851,SEC,,,,,3/28/2025,
BENCHMARK PLUS MANAGEMENT,127471,SEC,,,,,3/28/2025,
BLUE SPARROW FUNDS GP LLC,323607,SEC,,,,,3/28/2025,
"VERITA STRATEGIC WEALTH PARTNERS, LLC",335215,SEC,,,,,3/14/2025,
"INNOVA MEMPHIS, INC.",173460,SEC,,,,,3/26/2024,
FEDERATED INVESTMENT COUNSELING,105325,SEC,,,,,3/14/2025,
"WALK-ON CAPITAL, LLC",331407,SEC,,,,,3/14/2025,
"PRAIRIE WEALTH ADVISORS, INC.",165266,SEC,,,,,3/14/2025,
KANANI ADVISORY GROUP INC.,288314,SEC,,,,,3/14/2025,
NELSON CAPITAL ADVISORS,307706,SEC,,,,,3/14/2025,
CENTURA WEALTH ADVISORY,296985,SEC,,,,,3/14/2025,
"WPA FAMILY OFFICE, LLC",315566,SEC,,,,,3/14/2025,
ROUNDSHIELD ADVISORS (UK) LIMITED,310267,SEC,,,,,5/23/2024,
RS ISH ADVISORS LIMITED,320686,SEC,,,,,5/23/2024,
"EDMP, INC.",110248,SEC,,,,,3/6/2025,
"FRONTRANGE CAPITAL ADVISERS, LLC",162388,SEC,,,,,3/30/2025,
MERION CAPITAL LLC,135897,SEC,,,,,3/6/2025,
"HAWTHORN CAPITAL MANAGEMENT, LLC",140752,SEC,,,,,3/30/2025,
"FORTIS CAPITAL ADVISORS, LLC",309709,SEC,,,,,3/30/2025,
CURAT GLOBAL LLC,296180,SEC,,,,,3/30/2025,
CLEARSPRING CAPITAL PARTNERS,162644,SEC,,,,,3/6/2025,
THE CID GROUP LTD.,163717,SEC,,,,,3/5/2025,
"CORNER MARKET CAPITAL US, INC.",169168,SEC,,,,,3/5/2025,
GFI INVESTMENT COUNSEL,332720,SEC,,,,,3/5/2025,
"WACO VENTURES MANAGEMENT OPCO, LP",307042,SEC,,,,,3/31/2025,
"DOORWAY PROPERTY GP, LLC",323875,SEC,,,,,3/31/2025,
"CENTRAL FAMILY ADVISORS, LLC",283995,SEC,,,,,3/7/2025,
KKA MANAGEMENT GMBH,323240,SEC,,,,,3/31/2025,
"BLUME CAPITAL MANAGEMENT, INC.",111768,SEC,,,,,3/31/2025,
WELLINGTON MANAGEMENT HONG KONG LIMITED,165208,SEC,,,,,3/31/2025,
DYNAMO VENTURE CAPITAL,162680,SEC,,,,,3/28/2025,
"STERLING BAY CAPITAL ADVISERS, LLC",172242,SEC,,,,,3/28/2025,
"BCU WEALTH ADVISORS, LLC",164173,SEC,,,,,3/7/2025,
GLP CAPITAL PARTNERS LLC,304917,SEC,,,,,3/28/2025,
ZHANG FINANCIAL,159257,SEC,,,,,3/7/2025,
"FRONT STREET CAPITAL MANAGEMENT, INC.",141974,SEC,,,,,3/28/2025,
BLUE TORCH CAPITAL LP,288110,SEC,,,,,3/28/2025,
"CHICAGO ATLANTIC ADVISERS, LLC",311619,SEC,,,,,3/28/2025,
VENBIO PARTNERS LLC,290045,SEC,,,,,3/7/2025,
ROBECO INSTITUTIONAL ASSET MANAGEMENT US INC,107367,SEC,,,,,3/28/2025,
IMPACT SHARES,282472,SEC,,,,,3/22/2024,
"CEI VENTURES, INC.",316300,SEC,,,,,3/6/2025,
STRATEGIC PARTNERS FUND SOLUTIONS ADVISORS L.P.,134009,SEC,,,,,3/28/2025,
"REGAL ADVISORY SERVICES, INC.",123842,SEC,,,,,3/27/2025,
BESSEMER VENTURE PARTNERS,159279,SEC,,,,,3/27/2025,
SILVERBERG BERNSTEIN CAPITAL MANAGEMENT,327151,SEC,,,,,1/20/2025,
"FULCRUM EQUITY MANAGEMENT, LLC",159099,SEC,,,,,3/27/2025,
"WYZE WEALTH ADVISORS, LLC",329413,SEC,,,,,1/20/2025,
NITROGEN FUND MANAGERS,333929,SEC,,,,,1/20/2025,
"GREATPOINT INVESTMENT MANAGEMENT, LLC",271032,SEC,,,,,3/26/2025,
ASHGROVE CAPITAL LLP,318191,SEC,,,,,4/2/2024,
INFLEXION PRIVATE EQUITY PARTNERS,162690,SEC,,,,,6/26/2024,
SKYE GLOBAL MANAGEMENT LP,283493,SEC,,,,,3/27/2025,
"FLUME VENTURES MANAGEMENT, LLC",326134,SEC,,,,,3/27/2025,
"KING WEALTH MANAGEMENT GROUP, LLC",159550,SEC,,,,,1/20/2025,
"NEXT LEVEL WEALTH PLANNING, LLC",327644,SEC,,,,,1/20/2025,
"BAZIS PRIVATE WEALTH, LLC",148605,SEC,,,,,1/20/2025,
"FIRST EAGLE INVESTMENT MANAGEMENT, LLC",108260,SEC,,,,,3/27/2025,
CASTLE WEALTH MANAGEMENT,118364,SEC,,,,,3/31/2025,
ASPECT CAPITAL LIMITED,127600,SEC,,,,,3/31/2025,
LYELL WEALTH MANAGEMENT LP,283521,SEC,,,,,3/6/2025,
ORANGE RIVER MANAGEMENT L.P.,301043,SEC,,,,,3/31/2025,
SYMBOL FUND MANAGEMENT LTD,319023,SEC,,,,,3/30/2025,
CORTEN REAL ESTATE MANAGEMENT LLC,321897,SEC,,,,,3/31/2025,
VERSA CAPITAL,157161,SEC,,,,,3/31/2025,
"DENVER PWM, LLC",171139,SEC,,,,,3/30/2025,
OASIS INVESTMENT STRATEGIES LLC,152957,SEC,,,,,3/30/2025,
"VIOLA PARTNERS 5 MANAGEMENT, LIMITED PARTNERSHIP",296509,SEC,,,,,3/30/2025,
HOLLOW BROOK WEALTH MANAGEMENT LLC,145521,SEC,,,,,3/30/2025,
SOLANO WEALTH MANAGEMENT,322037,SEC,,,,,3/6/2025,
PARAMOUNT ASSOCIATES WEALTH MANAGEMENT,288537,SEC,,,,,3/30/2025,
"MWP ADVISORY, LLC",309573,SEC,,,,,3/30/2025,
"POINTER.CAPITAL, LLC",314085,SEC,,,,,3/6/2025,
"TRANSITION EQUITY PARTNERS, LLC",324358,SEC,,,,,3/6/2025,
PHOCAS FINANCIAL CORPORATION,135470,SEC,,,,,3/24/2025,
"VENNLIGHT CAPITAL MANAGEMENT, LP",329148,SEC,,,,,3/24/2025,
"LINDA A. BARLOW, CFP",111643,SEC,,,,,3/15/2024,
ALTA CAPITAL MANAGEMENT LLC,106786,SEC,,,,,3/24/2025,
BOULEVARD FAMILY WEALTH,285229,SEC,,,,,3/24/2025,
COHEN CAPITAL MANAGEMENT INC,107903,SEC,,,,,3/24/2025,
POINT NINE INC.,333690,SEC,,,,,3/24/2025,
REYES FINANCIAL ARCHITECTURE INC.,153194,SEC,,,,,3/24/2025,
OCEAN LINK PARTNERS LIMITED,285280,SEC,,,,,4/23/2025,
"NBT CAPITAL MANAGEMENT, INC.",104932,SEC,,,,,4/23/2025,
"AMB WEALTH, LLC",113106,SEC,,,,,4/23/2025,
ABOUND FINANCIAL,327724,SEC,,,,,4/23/2025,
PX3 PARTNERS LIMITED,324423,SEC,,,,,4/23/2025,
"TLW WEALTH MANAGEMENT, LLC",284598,SEC,,,,,4/24/2025,
"SHP WEALTH MANAGEMENT, LLC",174697,SEC,,,,,4/24/2025,
"ELTEKON ADVISORS, LLC.",115371,SEC,,,,,4/24/2025,
"JUNCTURE WEALTH STRATEGIES, LLC",298110,SEC,,,,,3/26/2025,
SPAHN WEALTH & RETIREMENT LLC,285932,SEC,,,,,3/26/2025,
"PRESCIENT CAPITAL MANAGEMENT, LLC",309243,SEC,,,,,3/28/2024,
YK GLOBAL SECURITIES LIMITED,335900,SEC,,,,,3/26/2025,
"CAYETANO DEVELOPMENT, LLC",290076,SEC,,,,,3/31/2025,
PICTET ASSET MANAGEMENT (USA) CORP,306378,SEC,,,,,3/31/2025,
MILTON STREET CAPITAL LLC,304265,SEC,,,,,3/30/2025,
E.VENTURES MANAGEMENTGESELLSCHAFT MBH,319199,SEC,,,,,3/30/2025,
"NCM CAPITAL MANAGEMENT, LLC",151109,SEC,,,,,3/30/2025,
SKY VISION WEALTH MANAGEMENT CORP.,317320,SEC,,,,,3/30/2025,
LONGBOW ASSET MANAGEMENT,126193,SEC,,,,,3/28/2025,
"VWH CAPITAL MANAGEMENT, LP",289128,SEC,,,,,3/28/2025,
CARNEGIE PARK CAPITAL LLC,317573,SEC,,,,,3/28/2025,
GENTER ADVISORS LLC,113916,SEC,,,,,3/28/2025,
CSIOF I JERSEY GP LIMITED,163377,SEC,,,,,3/20/2024,
UNION SQUARE VENTURES,162375,SEC,,,,,3/28/2025,
MANNA WEALTH MANAGEMENT,332313,SEC,,,,,3/28/2025,
"LIBERTY WEALTH MANAGEMENT, LLC",286001,SEC,,,,,3/28/2025,
TACORA MANAGEMENT COMPANY II LTD.,162736,SEC,,,,,3/28/2025,
DIGITAL WEALTH PARTNERS,328627,SEC,,,,,3/31/2025,
TREIBERG WEALTH MANAGEMENT,284140,SEC,,,,,3/30/2025,
"P4G CAPITAL MANAGEMENT, LLC",300645,SEC,,,,,3/31/2025,
"CLEAR POINT ADVISORS, INC.",111775,SEC,,,,,3/31/2025,
AXAR CAPITAL MANAGEMENT LP,217520,SEC,,,,,3/31/2025,
PICTET ASSET MANAGEMENT LIMITED,105205,SEC,,,,,3/31/2025,
AVILA REAL ESTATE CAPITAL,325431,SEC,,,,,3/28/2025,
SLATE PROPERTY GROUP,332260,SEC,,,,,3/28/2025,
VOYA INVESTMENT MANAGEMENT CO. LLC,106494,SEC,,,,,3/28/2025,
CARLYLE AVIATION PDP MANAGEMENT LLC,305746,SEC,,,,,3/28/2025,
"STOCK SNIPS, INC.",322544,SEC,,,,,3/28/2025,
KIRKOSWALD CAPITAL PARTNERS LLP,171671,SEC,,,,,3/28/2025,
"TECUM CAPITAL MANAGEMENT, INC.",315487,SEC,,,,,3/28/2025,
MIDBRIDGE ADVISORS LP,330056,SEC,,,,,3/28/2025,
RADICAL VENTURES,329337,SEC,,,,,3/28/2025,
GALVANIZE CLIMATE SOLUTIONS LLC,316994,SEC,,,,,3/25/2025,
"NPPG PLAN PROFESSIONALS, LLC",324646,SEC,,,,,3/25/2025,
UNIFI ASSET MANAGEMENT LP,330942,SEC,,,,,3/25/2025,
DTCP USA LLC,297884,SEC,,,,,3/25/2025,
KV ASIA CAPITAL PTE. LTD.,299735,SEC,,,,,9/19/2024,
MVP VENTURES LLC,333816,SEC,,,,,3/28/2025,
EDGEWOOD MANAGEMENT LLC,106647,SEC,,,,,3/28/2025,
RF INVESTMENT MANAGEMENT COMPANY LLC,314984,SEC,,,,,3/28/2025,
PROPHET EQUITY MANAGEMENT LLC,163214,SEC,,,,,3/28/2025,
"NEXPHASE CAPITAL, LP",281893,SEC,,,,,3/28/2025,
"LITTLE HARBOR ADVISORS, LLC",168700,SEC,,,,,3/28/2025,
KAPOR CAPITAL MANAGEMENT COMPANY L.L.C.,317692,SEC,,,,,3/28/2025,
WHEELHOUSE 360 ADVISORS LP,319603,SEC,,,,,3/31/2025,
KORZO FINANCIAL LLC,323459,SEC,,,,,3/31/2025,
COMPAK ASSET MANAGEMENT,109930,SEC,,,,,3/31/2025,
"AEGIS WEALTH MANAGEMENT, LLC",199511,SEC,,,,,3/31/2025,
"BAIN CAPITAL PRIVATE EQUITY, LP",145653,SEC,,,,,3/31/2025,
SYCALE ADVISORS,168204,SEC,,,,,3/31/2025,
"ALPS ADVISORS, INC.",134340,SEC,,,,,3/31/2025,
"BAIRD CAPITAL MANAGEMENT COMPANY, LLC",323309,SEC,,,,,3/31/2025,
"COLLINS ADVISORS, LLC",129270,SEC,,,,,3/31/2025,
KOTAK MAHINDRA (INTERNATIONAL) LIMITED,163799,SEC,,,,,6/26/2024,
"OATV MANAGEMENT COMPANY, LLC",159682,SEC,,,,,3/31/2025,
"STRATEGIC WEALTH PARTNERS, LTD.",148586,SEC,,,,,3/31/2025,
GROWTH CAPITAL PARTNERS,160900,SEC,,,,,6/26/2024,
ALKEMI GROWTH CAPITAL LLP,305456,SEC,,,,,6/26/2024,
THE BOLLARD GROUP LLC,155317,SEC,,,,,3/31/2025,
"SERAPHIM CAPITAL MANAGEMENT, LLC",170976,SEC,,,,,3/31/2025,
"BREACH INLET CAPITAL MANAGEMENT, LLC",282056,SEC,,,,,3/31/2025,
LEADENHALL CAPITAL PARTNERS,282820,SEC,,,,,3/31/2025,
PRYTANIA INVESTMENT ADVISORS LLP,285874,SEC,,,,,6/26/2024,
BLACKGOLD CAPITAL MANAGEMENT LP,139804,SEC,,,,,3/31/2025,
"FIREWEED VENTURES MANAGEMENT, LLC",333456,SEC,,,,,3/31/2025,
CABOT WEALTH MANAGEMENT,107327,SEC,,,,,3/31/2025,
THE CIRCUMFERENCE GROUP LLC,159012,SEC,,,,,3/30/2025,
"SK ADVISOR NETWORK, LLC",317533,SEC,,,,,3/30/2025,
"WEALTH MORE ENTERPRISE, INC.",324763,SEC,,,,,3/31/2025,
PARAMOUNT GROUP REAL ESTATE ADVISOR LLC,161324,SEC,,,,,3/31/2025,
ODEON CAPITAL ADVISORS LLC,307619,SEC,,,,,3/31/2025,
LCIF GP S.A R.L.,323830,SEC,,,,,3/31/2025,
LIGHTROCK LLP,323745,SEC,,,,,3/31/2025,
"YOSEMITE MANAGEMENT, LLC",326764,SEC,,,,,3/31/2025,
"VINE INVESTMENT ADVISORS, LP",157341,SEC,,,,,3/31/2025,
SK CAPITAL PARTNERS,161487,SEC,,,,,3/31/2025,
"APOLLO S3 RIC MANAGEMENT, L.P.",330339,SEC,,,,,3/31/2025,
ORCHARD ADVISORS,284061,SEC,,,,,3/31/2025,
BOSTON OMAHA ASSET MANAGEMENT,324144,SEC,,,,,3/31/2025,
TWIN LIONS MANAGEMENT LLC,325314,SEC,,,,,3/31/2025,
"BLACKHORN VENTURES MANAGEMENT, LLC",297981,SEC,,,,,3/31/2025,
"THOROFARE, LLC",171293,SEC,,,,,3/31/2025,
"SECURE INVESTMENT MANAGEMENT, LLC",141195,SEC,,,,,3/31/2025,
CROSS ISLAND ADVISORS LLC,292058,SEC,,,,,3/31/2023,
STEYN CAPITAL MANAGEMENT (PTY) LTD,286460,SEC,,,,,5/20/2024,
MARBLE CAPITAL LP,285940,SEC,,,,,3/31/2025,
"GRIZZLYROCK CAPITAL, LLC",226650,SEC,,,,,3/31/2025,
"ROBERT A. ZOCK & CO.,INC.",110480,SEC,,,,,3/31/2025,
SAF ADVISORS LLC,284283,SEC,,,,,3/31/2025,
Y COMBINATOR,171730,SEC,,,,,3/31/2025,
HOLLOW TREE INVESTMENTS MANAGEMENT,325380,SEC,,,,,3/31/2025,
GALAPAGOS GLOBAL CAPITAL MANAGEMENT LLC,326890,SEC,,,,,3/31/2025,
"IRON POINT PARTNERS, LLC",157078,SEC,,,,,3/31/2025,
ELLIS FINANCIAL PLANNING,333092,SEC,,,,,3/28/2025,
"EAST END ADVISORS, LLC",147144,SEC,,,,,3/28/2025,
"ROCKETSHIP.VC, LLC",301994,SEC,,,,,3/28/2025,
"SANDERS CAPITAL, LLC",151480,SEC,,,,,3/28/2025,
INVESCO HONG KONG LIMITED,109923,SEC,,,,,3/28/2025,
"RIALTO CAPITAL MANAGEMENT, LLC",159998,SEC,,,,,3/28/2025,
GUTTER CAPITAL MANAGEMENT LLC,320795,SEC,,,,,2/28/2024,
KEEN CAPITAL MANAGEMENT,315078,SEC,,,,,3/28/2025,
"BRAVE WARRIOR ADVISORS, LLC",108894,SEC,,,,,3/28/2025,
"TRP CAPITAL ADVISORS, LLC",281098,SEC,,,,,3/28/2025,
MICHAUD CAPITAL MANAGEMENT LLC,159828,SEC,,,,,3/28/2025,
PHOENIX COURT FUND MANAGEMENT LIMITED,325921,SEC,,,,,3/28/2025,
"KERRISDALE ADVISERS, LLC",160804,SEC,,,,,3/28/2025,
BLACKCROWN,298140,SEC,,,,,3/2/2024,
"GERVAIS CAPITAL MANAGEMENT, LLC",299347,SEC,,,,,3/25/2025,
"ALLIED PORTFOLIO MANAGEMENT, INC.",113809,SEC,,,,,3/25/2025,
"FIGURE INVESTMENT ADVISORS, LLC",158307,SEC,,,,,3/25/2025,
ELPHINSTONE,311264,SEC,,,,,3/25/2025,
"BRASS RING CAPITAL, INC.",161781,SEC,,,,,3/25/2025,
NEWPORT ASIA LLC,118682,SEC,,,,,3/25/2025,
CUTLER INVESTMENT GROUP,128483,SEC,,,,,4/15/2025,
"HILLCREST WEALTH ADVISORS - NY, LLC",126818,SEC,,,,,2/11/2025,
DURATIONAL CAPITAL MANAGEMENT LP,291371,SEC,,,,,3/25/2025,
"SIROCCO PARTNERS, LLC",332835,SEC,,,,,3/25/2025,
"LVW ADVISORS, LLC",159403,SEC,,,,,4/15/2025,
"GRAND VENTURES II GP, LLC",324949,SEC,,,,,3/25/2025,
"HILBERT 8, LLC",284577,SEC,,,,,3/25/2025,
GREENSLEDGE ADVISORS LLC,305341,SEC,,,,,3/25/2025,
EASTERN BELL CAPITAL MANAGEMENT LIMITED,300995,SEC,,,,,3/25/2025,
"MAXIMAI INVESTMENT PARTNERS, LLC",284919,SEC,,,,,3/25/2025,
"LCP INSTITUTIONAL, LLC",325133,SEC,,,,,4/15/2025,
ALPHAQUEST LLC,285141,SEC,,,,,4/15/2025,
LUESINK STENSTROM FINANCIAL,147076,SEC,,,,,3/25/2025,
EV MANAGEMENT COMPANY,301096,SEC,,,,,3/25/2025,
"SWS CAPITAL MANAGEMENT, LLC",119043,SEC,,,,,3/31/2025,
"HPS ADVISORS, LLC",324983,SEC,,,,,3/31/2025,
QUATTRO FINANCIAL ADVISORS,284852,SEC,,,,,3/19/2025,
"LANDMARK INVESTMENT PARTNERS, L.P.",329543,SEC,,,,,3/31/2025,
"PHOENIX MERCHANT PARTNERS, LP",324381,SEC,,,,,3/31/2025,
"RICKETTS FINANCIAL, LLC",309381,SEC,,,,,3/19/2025,
"DEDICATED CAPITAL ADVISORS, LLC",168132,SEC,,,,,3/31/2025,
WEALTHSHIELD LLC,288875,SEC,,,,,3/31/2025,
"THE WEALTH COLLABORATIVE, INC.",142618,SEC,,,,,3/18/2025,
"ELIOT FINKEL INVESTMENT COUNSEL, LLC",104695,SEC,,,,,3/18/2025,
BAY CITY CAPITAL LLC,160525,SEC,,,,,3/18/2025,
ASCENDENT CAPITAL PARTNERS LIMITED,162710,SEC,,,,,3/28/2025,
"PRIVATE WEALTH PARTNERS, LLC",133802,SEC,,,,,3/14/2025,
"FARRINGDON CAPITAL, LTD.",298738,SEC,,,,,3/14/2025,
"SHARIAPORTFOLIO, INC.",173937,SEC,,,,,3/14/2025,
"AI YOSEMITE, LLC",324235,SEC,,,,,3/14/2025,
FM CAPITAL,283001,SEC,,,,,3/28/2025,
"HCI EQUITY MANAGEMENT, L.P.",155834,SEC,,,,,3/28/2025,
ATLANTA CAPITAL,116719,SEC,,,,,3/14/2025,
LIONSTONE CAPITAL MANAGEMENT LLC,157603,SEC,,,,,3/28/2025,
"ALSWORTH CAPITAL MANAGEMENT, LLC",281417,SEC,,,,,3/14/2025,
LOANCORE CAPITAL CREDIT ADVISOR LLC,293737,SEC,,,,,3/28/2025,
LACONIA ADVISORY SERVICES LLC,321749,SEC,,,,,3/14/2025,
"SOLTIS INVESTMENT ADVISORS, LLC",154690,SEC,,,,,3/28/2025,
"BOW RIVER ADVISERS, LLC",325285,SEC,,,,,3/28/2025,
THREE MAGNOLIAS FINANCIAL ADVISORS,114471,SEC,,,,,3/24/2025,
TYBOURNE CAPITAL MANAGEMENT (HK) LTD,164723,SEC,,,,,3/24/2025,
JGB CAPITAL MANAGEMENT L.P.,163658,SEC,,,,,3/24/2025,
SYSTEM 2 CAPITAL LLP,321192,SEC,,,,,3/24/2025,
ARCHIMED,290024,SEC,,,,,3/24/2025,
PAMALICAN ASSET MANAGEMENT US LLC,335597,SEC,,,,,3/24/2025,
APPALOOSA LP,281909,SEC,,,,,3/24/2025,
"KIRR, MARBACH & COMPANY, LLC",104634,SEC,,,,,3/24/2025,
REDEMPTION CAPITAL,310824,SEC,,,,,3/24/2025,
DENTIST ADVISORS,149559,SEC,,,,,3/19/2025,
"CJM WEALTH ADVISERS, LTD.",107750,SEC,,,,,3/19/2025,
LI ENTERPRISES,322864,SEC,,,,,3/31/2024,
WILSQUARE CAPITAL LLC,296504,SEC,,,,,3/19/2025,
RETIREMITTEN FINANCIAL LLC,300779,SEC,,,,,3/19/2025,
"FAIRWAY FINANCIAL, LLC",134675,SEC,,,,,3/14/2025,
"BARD FINANCIAL SERVICES, INC.",110017,SEC,,,,,3/31/2025,
"TROVE MANAGEMENT, LLC",307826,SEC,,,,,3/31/2025,
SELECTIVE ADVISORS,164589,SEC,,,,,3/31/2025,
"CORE AND VALUE ADVISORS, LLC",156093,SEC,,,,,3/31/2025,
EMSO ASSET MANAGEMENT LIMITED,139217,SEC,,,,,3/31/2025,
SEQUOIA PLANNING & INVESTMENTS LLC,109519,SEC,,,,,3/15/2025,
SOUNDHAVEN CAPITAL MANAGEMENT,170821,SEC,,,,,3/31/2025,
"MARLIN MANAGER, LLC",310768,SEC,,,,,3/31/2025,
"ECIO, INC.",301432,SEC,,,,,3/15/2025,
SYMMETRY INVESTMENTS CAYMAN LIMITED,329733,SEC,,,,,3/31/2025,
"ATLANTA CONSULTING GROUP ADVISORS, LLC",288169,SEC,,,,,3/31/2025,
"FORMAN CAPITAL, LLC",329537,SEC,,,,,3/31/2025,
EPG INCORPORATED,106821,SEC,,,,,3/26/2025,
